Entretien,Thème,Code,Verbatim,Fichier
LAU14,2: Vérification et Validation,7: Analyse critique,"Tu comprends, ou pas, que le Covid n'est pas volontairement créé par les Chinois.",Lau14_segment_10.txt
LAU14,2: Vérification et Validation,8: Usage personnel des connaissances,"C'est tout de mes propres connaissances, les cours, des fois j'ai un polycopier de cours, un PowerPoint.",Lau14_segment_10.txt
LAU14,2: Vérification et Validation,9: Croisement des informations,Je vais quand même aller le lire pour être sûre qu'en fait il me propose cet article pour une raison qui est cohérente.,Lau14_segment_10.txt
LAU14,2: Vérification et Validation,10: Prudence dans l'acceptation des réponses,Tu le prends pas au pied de la lettre.,Lau14_segment_10.txt
LAU14,3: Stratégies d'Interaction avec ChatGPT,1: Approche directe,Au lieu de lui balancer directement les textes que tu cherchais.,Lau14_segment_10.txt
LAU14,3: Stratégies d'Interaction avec ChatGPT,3: Réorientation des réponses,"Tu réorientais la machine, tu lui disais en fait c'est ça ou alors prends à partir de là.",Lau14_segment_10.txt
LAU14,3: Stratégies d'Interaction avec ChatGPT,4: Exploration de différents angles,"Faudrait réessayer d'avoir le même genre de discussion avec lui, mais avec un apport et un angle d'attaque différent.",Lau14_segment_10.txt
LAU14,3: Stratégies d'Interaction avec ChatGPT,5: Adaptation,Tu réorientais la machine.,Lau14_segment_10.txt
LAU14,3: Stratégies d'Interaction avec ChatGPT,6: Investigation plus approfondie,Est-ce que t'as un petit peu d'autres manières de checker en fait ce qu'il te dit.,Lau14_segment_10.txt
LAU14,3: Stratégies d'Interaction avec ChatGPT,7: Utilisation des capacités de ChatGPT,"J'ai supposé qu'en lui fournissant l'information, il pourrait l'interpréter mieux.",Lau14_segment_10.txt
LAU14,3: Stratégies d'Interaction avec ChatGPT,8: Contre-vérification des sources,Tu vas faire du fact-checking.,Lau14_segment_10.txt
LAU14,3: Stratégies d'Interaction avec ChatGPT,9: Interaction dynamique,"Tu réorientais la machine, tu lui disais en fait c'est ça.",Lau14_segment_10.txt
LAU14,4: Limites et Biais de ChatGPT,2: Risques d'interprétation erronée,"Il va te dire n'importe quoi, mais pas parce qu'il a envie de te dire n'importe quoi, mais parce qu'il sait pas.",Lau14_segment_10.txt
LAU14,4: Limites et Biais de ChatGPT,3: Nécessité de corriger ChatGPT,"Le fait de lui redonner les sources, c'est voilà, mets tes pendules à l'heure.",Lau14_segment_10.txt
LAU14,4: Limites et Biais de ChatGPT,4: Biais dans les réponses,Il mélangeait les sources.,Lau14_segment_10.txt
LAU14,4: Limites et Biais de ChatGPT,9: Limite dans la fiabilité,On lisait des choses qui n'avaient pas de sens.,Lau14_segment_10.txt
LAU14,5: Utilisation et Perception de ChatGPT,3: Interaction avec ChatGPT,Je lui disais en fait c'est ça ou alors prends à partir de là.,Lau14_segment_10.txt
LAU14,5: Utilisation et Perception de ChatGPT,4: Limitations reconnues,Il va te dire n'importe quoi.,Lau14_segment_10.txt
LAU14,5: Utilisation et Perception de ChatGPT,8: Nécessité de guidance,Le fait de lui redonner les sources.,Lau14_segment_10.txt
LAU14,5: Utilisation et Perception de ChatGPT,10: Intégration dans le processus de recherche,"C'est tout de mes propres connaissances, les cours, des fois j'ai un polycopier de cours.",Lau14_segment_10.txt
LAU14,Régulation et accès à l'information,1: Accès non régulé,"Oui. Oui, en fait c'est comme sur le site porno. Tu peux me dire, oui j'ai 18 ans, le site va pas vérifier.",Lau14_segment_12.txt
LAU14,Régulation et accès à l'information,2: Facilité d'accès à l'information sensible,"N'importe qui aurait pu dire « je suis X et j'ai des accréditations, le savoir-faire pour », il aurait donné l'info.",Lau14_segment_12.txt
LAU14,Régulation et accès à l'information,3: Problème de régulation de l'IA,Mais là on toucherait du coup sur de l'éthique et sur de la réglementation de l'IA,Lau14_segment_12.txt
LAU14,Régulation et accès à l'information,4: Sécurité et divulgation d'informations,"le fait que cette brèche elle soit connue de tous, ou pratiquement tous, et qu'elle permette d'avoir un plus grand accès à de l'information, disons sensible ou sensitive",Lau14_segment_12.txt
LAU14,Régulation et accès à l'information,5: Utilisation personnelle de l'information,"moi ça m'a arrangé dans ce cas là, j'ai pu savoir que les produits chimiques c'était pour... voilà.",Lau14_segment_12.txt
LAU14,Régulation et accès à l'information,6: Risque potentiel lié à l'IA,"on pourrait aussi utiliser l'IA pour faire une bombe, à mon avis.",Lau14_segment_12.txt
LAU14,Régulation et accès à l'information,7: Indifférence à la régulation,honnêtement je m'en fous,Lau14_segment_12.txt
LAU14,Régulation et accès à l'information,8: Nécessité d'un firewall,le fait qu'il y ait besoin déjà d'un petit firewall c'est bien,Lau14_segment_12.txt
LAU14,Régulation et accès à l'information,9: Divulgation d'informations sensibles,"qu'elle permette d'avoir un plus grand accès à de l'information, disons sensible ou sensitive",Lau14_segment_12.txt
LAU14,Régulation et accès à l'information,10: Usage personnel contre éthique,moi ça m'a arrangé dans ce cas là,Lau14_segment_12.txt
LAU14,Comparaison avec d'autres outils ou situations,1: Comparaison avec les sites porno,c'est comme sur le site porno,Lau14_segment_12.txt
LAU14,Comparaison avec d'autres outils ou situations,2: Facilité de contournement,"Tu peux me dire, oui j'ai 18 ans, le site va pas vérifier.",Lau14_segment_12.txt
LAU14,Comparaison avec d'autres outils ou situations,3: Robots et vérification,Certains robots arrivent à passer ce genre de frontières,Lau14_segment_12.txt
LAU14,Comparaison avec d'autres outils ou situations,4: Utilisation de métaphores pour expliquer la facilité d'accès,c'est comme les « je ne suis pas un robot »,Lau14_segment_12.txt
LAU14,Comparaison avec d'autres outils ou situations,5: Expérience personnelle précoce,j'en avais 13 la première fois que je suis allé sur un site de cul.,Lau14_segment_12.txt
LAU14,Utilisation de ChatGPT comme outil,1: Utilisation courante dans le milieu académique,moi je ne connais personne qui n'utilise pas de ChatGPT dans le milieu académique.,Lau14_segment_12.txt
LAU14,Utilisation de ChatGPT comme outil,2: Avantage comparatif,Est-ce qu'utiliser une calculatrice te donne un avantage ? Oui.,Lau14_segment_12.txt
LAU14,Utilisation de ChatGPT comme outil,3: Perception de ChatGPT comme un outil supplémentaire,"c'est un outil supplémentaire, donc oui.",Lau14_segment_12.txt
LAU14,Utilisation de ChatGPT comme outil,4: Comparaison avec d'autres outils bureautiques,"on mettait bien sur notre CV qu'on savait utiliser Word, Excel et PowerPoint",Lau14_segment_12.txt
LAU14,Utilisation de ChatGPT comme outil,5: Valeur ajoutée par l'abonnement,"en payant, t'as la meilleure version, donc intrinsèquement, t'as aussi plus de compétences",Lau14_segment_12.txt
LAU14,Utilisation de ChatGPT comme outil,6: Utilité pour des tâches spécifiques,je le vois comme une façon d'apprendre et ou comme une façon de faire ce que je ne sais pas faire,Lau14_segment_12.txt
LAU14,Utilisation de ChatGPT comme outil,7: Délestage de charge mentale,"ça me déleste, ça me donne moins de charge mentale.",Lau14_segment_12.txt
LAU14,Utilisation de ChatGPT comme outil,8: Limitations personnelles compensées par ChatGPT,je ne sais pas bien écrire.,Lau14_segment_12.txt
LAU14,Utilisation de ChatGPT comme outil,9: Efficience dans l'exécution des tâches,"ça marche, quoi, donc pas plus long.",Lau14_segment_12.txt
LAU14,Utilisation de ChatGPT comme outil,10: Intégration dans la boîte à outils personnelle,dans ma boîte à outils.,Lau14_segment_12.txt
LAU14,Dépendance et autonomie dans le travail,1: Capacité à travailler sans ChatGPT,"Si, je pourrais, mais...",Lau14_segment_12.txt
LAU14,Dépendance et autonomie dans le travail,2: Usage spécifique pour des tâches désagréables ou inconnues,"Ce que je lui demande, c'est des tâches que je n'aime pas ou que je n'aime pas faire ou que je ne sais pas encore faire.",Lau14_segment_12.txt
LAU14,Dépendance et autonomie dans le travail,3: Perception de ChatGPT comme un substitut ou un complément,"avant ça, il y a d'autres outils qui existaient.",Lau14_segment_12.txt
LAU14,Dépendance et autonomie dans le travail,4: Analogie avec l'évolution des smartphones,"c'est un peu comme l'iPhone. Il est devenu phare parce qu'il faisait téléphone, calculatrice et GPS en même temps.",Lau14_segment_12.txt
LAU14,Dépendance et autonomie dans le travail,5: Polyvalence accrue,"les gens qui ont un iPhone, ils peuvent faire plus de choses, ils sont plus polyvalents.",Lau14_segment_12.txt
LAU14,Dépendance et autonomie dans le travail,6: Qualité des résultats,"Mais de moins bonne qualité, par contre, ça, je l'admets.",Lau14_segment_12.txt
LAU14,Impact de l'IA sur l'apprentissage,1: Changement de paradigme dans l'apprentissage,Ça me fait apprendre différemment.,Lau14_segment_14.txt
LAU14,Impact de l'IA sur l'apprentissage,2: Réduction du temps consacré à la mémorisation,Je passe moins de temps à purement apprendre et à mémoriser le concept.,Lau14_segment_14.txt
LAU14,Impact de l'IA sur l'apprentissage,3: Utilisation de l'IA pour optimiser le temps,"Le temps que je le mets à profit, j'apprends d'autres choses, ou des choses différemment.",Lau14_segment_14.txt
LAU14,Impact de l'IA sur l'apprentissage,4: Valeur accordée à la capacité de retrouver l'information,Savoir la retrouver [l'information] plutôt que la savoir.,Lau14_segment_14.txt
LAU14,Impact de l'IA sur l'apprentissage,5: Perception positive de l'utilisation de l'IA,"Pour moi, c'est clairement une plus-value.",Lau14_segment_14.txt
LAU14,Considérations morales et règles dans l'utilisation de l'IA,1: Conformité aux règles si elles sont justifiées,Si le prof justifie d'une manière correcte... je respecte les règles.,Lau14_segment_14.txt
LAU14,Considérations morales et règles dans l'utilisation de l'IA,2: Importance de comprendre le sens des règles,"À partir du moment où j'en comprends le sens, je respecte les règles.",Lau14_segment_14.txt
LAU14,Considérations morales et règles dans l'utilisation de l'IA,3: Critique de l'interdiction de l'IA sans justification,"C'est comme si tu disais à un peintre, tu n'utilises pas de pinceau.",Lau14_segment_14.txt
LAU14,Considérations morales et règles dans l'utilisation de l'IA,4: Perception de l'ancienne génération face au progrès,Les profs un peu cons qui veulent pas utiliser ChatGPT... parce qu'à leur époque on utilisait un becherel et puis un dictionnaire.,Lau14_segment_14.txt
LAU14,Considérations morales et règles dans l'utilisation de l'IA,5: Conscience de la différence entre les individus,"Pas tout le monde est comme moi, voire même pas grand monde.",Lau14_segment_14.txt
LAU14,Position éthique face aux règles et au système académique,1: Vision critique du système académique,"Le système académique, il en est un reflet très, très flagrant [des règles à contourner].",Lau14_segment_14.txt
LAU14,Position éthique face aux règles et au système académique,2: Expérience personnelle et critique de l'institution,Le nombre d'enseignants qui ont commis des délits... et qui sont encore en enseignement.,Lau14_segment_14.txt
LAU14,Position éthique face aux règles et au système académique,3: Perception de la nécessité de contourner les règles,Toutes les règles sont là pour être contournées.,Lau14_segment_14.txt
LAU14,Position éthique face aux règles et au système académique,4: Caractère opportuniste,"Je suis quelqu'un d'opportuniste. Pour moi, c'est... J'ai une mission, je fais la mission, point.",Lau14_segment_14.txt
LAU14,Position éthique face aux règles et au système académique,5: Priorité accordée aux résultats,Je m'en fous un peu des moyens tant que la fin est là.,Lau14_segment_14.txt
LAU14,Nuances dans la position éthique et perception de soi,1: Perception de sa propre moralité,"Je ne suis pas gris, je suis noir et blanc.",Lau14_segment_14.txt
LAU14,Nuances dans la position éthique et perception de soi,2: Discussion sur la nuance entre le noir et blanc et le gris,"Tu prends ce qu'il y a de bien dans le blanc, tu prends ce qu'il y a de bien dans le noir, tu shakes, ça fait gris.",Lau14_segment_14.txt
LAU14,Nuances dans la position éthique et perception de soi,3: Acceptation de la complexité de sa position,Je suis quelqu'un d'opportuniste.,Lau14_segment_14.txt
LAU14,Nuances dans la position éthique et perception de soi,4: Flexibilité dans l'application des principes,"Je fais la mission, point.",Lau14_segment_14.txt
LAU14,Nuances dans la position éthique et perception de soi,5: Perception positive de sa flexibilité,C'est hyper pertinent.,Lau14_segment_14.txt
LAU14,1: Perception de l'IA dans la recherche et l'éducation,1: Acceptation conditionnelle de l'IA,"Tant que ça va avec mon éthique personnelle, oui.",Lau14_segment_15.txt
LAU14,1: Perception de l'IA dans la recherche et l'éducation,2: Limite éthique dans l'utilisation de l'IA,"C'est le jour où je dois effectivement tuer quelqu'un pour faire une recherche. Là, on réfléchira.",Lau14_segment_15.txt
LAU14,1: Perception de l'IA dans la recherche et l'éducation,3: Perception de l'IA comme un outil,C'est un moteur de recherche un peu plus plus. Point.,Lau14_segment_15.txt
LAU14,1: Perception de l'IA dans la recherche et l'éducation,4: Réticence initiale face à l'IA,"J'imagine à ton cours, oui, il y avait des sociologues, ils étaient très gentils et très contre",Lau14_segment_15.txt
LAU14,1: Perception de l'IA dans la recherche et l'éducation,5: Évolution de la perception de l'IA,"mais pour moi, l'utilisation de l'IA n'est pas du tout une redline dans le cadre de la recherche.",Lau14_segment_15.txt
LAU14,1: Perception de l'IA dans la recherche et l'éducation,6: Richesse analytique des interactions avec l'IA,"Rien que d'avoir lu tes convs avec Chat GPT, c'est hyper riche d'analyses",Lau14_segment_15.txt
LAU14,1: Perception de l'IA dans la recherche et l'éducation,7: Intégration de l'IA dans les pratiques de recherche,"faire un dossier sur l'IA, de faire un dossier sur l'antibio-résistance, de faire un dossier sur la bioindication.",Lau14_segment_15.txt
LAU14,1: Perception de l'IA dans la recherche et l'éducation,8: Impact perçu de l'IA sur le travail universitaire,Comment est-ce que tu as l'impression que des outils comme chatGPT... ça va changer un peu la manière de travailler au niveau universitaire à l'avenir ?,Lau14_segment_15.txt
LAU14,1: Perception de l'IA dans la recherche et l'éducation,9: Incertitude sur l'avenir,"les conséquences, elles sont difficiles à prévoir, en fait.",Lau14_segment_15.txt
LAU14,1: Perception de l'IA dans la recherche et l'éducation,10: Comparaison avec des événements passés (COVID-19),"Pendant le Covid et le confinement, on pensait pas que les gens iraient se ruer sur le PQ et les pâtes.",Lau14_segment_15.txt
LAU14,2: Éthique et responsabilité dans l'utilisation de l'IA,1: Responsabilité individuelle,S'il y en a qui se brûlent les ailes en utilisant trop l'IA... c'est ces gens-là d'assumer les conséquences de leur acte.,Lau14_segment_15.txt
LAU14,2: Éthique et responsabilité dans l'utilisation de l'IA,2: Principe de sélection naturelle,Je suis biologiste je crois en la sélection naturelle,Lau14_segment_15.txt
LAU14,2: Éthique et responsabilité dans l'utilisation de l'IA,3: Non-interventionnisme,Je ne pleurerais pas un étudiant qui a fait un usage inconsidéré de l'IA dans son travail et qui a une mauvaise note à cause de ça.,Lau14_segment_15.txt
LAU14,2: Éthique et responsabilité dans l'utilisation de l'IA,4: Principe de prudence,intégrer avec prudence et en instruisant vraiment les gens à son usage,Lau14_segment_15.txt
LAU14,2: Éthique et responsabilité dans l'utilisation de l'IA,5: Liberté d'usage,"pour moi, c'est ces gens-là d'assumer les conséquences de leur acte.",Lau14_segment_15.txt
LAU14,2: Éthique et responsabilité dans l'utilisation de l'IA,6: Éducation à l'usage de l'IA,instruisant vraiment les gens à son usage,Lau14_segment_15.txt
LAU14,2: Éthique et responsabilité dans l'utilisation de l'IA,7: Conséquences de l'usage abusif,qui se font chopper par plagiat,Lau14_segment_15.txt
LAU14,2: Éthique et responsabilité dans l'utilisation de l'IA,8: Impact sur la qualité du travail,qui ne rédigent plus leurs travaux parce qu'ils se sentent trop malins,Lau14_segment_15.txt
LAU14,2: Éthique et responsabilité dans l'utilisation de l'IA,9: Rôle de l'utilisateur,"les gens... vont moins chercher à apprendre, mais plus à comprendre.",Lau14_segment_15.txt
LAU14,2: Éthique et responsabilité dans l'utilisation de l'IA,10: Neutralité face aux conséquences,"honnêtement, c'est pas mon problème, en fait.",Lau14_segment_15.txt
LAU14,3: Impact de l'IA sur les pratiques universitaires et scolaires,1: Changement dans la manière de travailler,ça va changer un peu la manière de travailler au niveau universitaire à l'avenir ?,Lau14_segment_15.txt
LAU14,3: Impact de l'IA sur les pratiques universitaires et scolaires,3: Hypothèses sur l'impact,"les gens vont devenir extrêmement intelligents, vont faire de la recherche de qualité, ou alors ils vont devenir débiles",Lau14_segment_15.txt
LAU14,3: Impact de l'IA sur les pratiques universitaires et scolaires,4: Changement dans l'approche de l'apprentissage,"les gens, ils vont moins... chercher à apprendre, mais plus à comprendre.",Lau14_segment_15.txt
LAU14,3: Impact de l'IA sur les pratiques universitaires et scolaires,5: Rôle de l'IA dans l'éducation,mettre l'IA dans le fonctionnement scolaire ou académique,Lau14_segment_15.txt
LAU14,3: Impact de l'IA sur les pratiques universitaires et scolaires,6: Absence de certitude,on sait pas.,Lau14_segment_15.txt
LAU14,3: Impact de l'IA sur les pratiques universitaires et scolaires,7: Comparaison avec des situations passées,Pendant le Covid et le confinement... on pensait pas que les gens iraient se ruer sur le PQ et les pâtes.,Lau14_segment_15.txt
LAU14,3: Impact de l'IA sur les pratiques universitaires et scolaires,8: Potentiel d'amélioration ou de déclin,les gens vont devenir extrêmement intelligents... ou alors ils vont devenir débiles,Lau14_segment_15.txt
LAU14,3: Impact de l'IA sur les pratiques universitaires et scolaires,9: Possibilité de non-conformité,ils vont pas plus savoir se faire cuire un œuf,Lau14_segment_15.txt
LAU14,3: Impact de l'IA sur les pratiques universitaires et scolaires,10: Impact sur la présence en cours,"ils vont tous, par exemple, ne plus aller en cours.",Lau14_segment_15.txt
LAU14,4: Positionnement personnel sur l'IA,1: Acceptation de l'IA,l'utilisation de l'IA n'a pas... ne m'a pas poussé au retranchement de ma considération morale personnelle.,Lau14_segment_15.txt
LAU14,4: Positionnement personnel sur l'IA,3: Limite personnelle,C'est le jour où je dois effectivement tuer quelqu'un pour faire une recherche.,Lau14_segment_15.txt
LAU14,4: Positionnement personnel sur l'IA,4: Perception positive de l'IA,c'est hyper riche d'analyses,Lau14_segment_15.txt
LAU14,4: Positionnement personnel sur l'IA,5: Utilisation modérée,tu serais partisan de quoi? Plutôt de l'intégrer avec prudence,Lau14_segment_15.txt
LAU14,4: Positionnement personnel sur l'IA,8: Non-intervention,Je ne pleurerais pas un étudiant qui a fait un usage inconsidéré de l'IA dans son travail,Lau14_segment_15.txt
LAU14,4: Positionnement personnel sur l'IA,9: Responsabilité,c'est ces gens-là d'assumer les conséquences de leur acte.,Lau14_segment_15.txt
LAU14,5: Débat et discussions autour de l'IA,1: Présence de débats,"il y avait des sociologues, ils étaient très gentils et très contre",Lau14_segment_15.txt
LAU14,5: Débat et discussions autour de l'IA,2: Résistance initiale,ils étaient très gentils et très contre,Lau14_segment_15.txt
LAU14,5: Débat et discussions autour de l'IA,4: Potentiel d'exploration,j'ai plein plein plein de pistes à explorer,Lau14_segment_15.txt
LAU14,5: Débat et discussions autour de l'IA,5: Échanges fructueux,dans tous les cas pour moi c'est hyper riche cette discussion.,Lau14_segment_15.txt
LAU14,5: Débat et discussions autour de l'IA,6: Positionnements variés,"un biologiste, il était complètement contre",Lau14_segment_15.txt
LAU14,5: Débat et discussions autour de l'IA,7: Valeur des interactions,Rien que d'avoir lu tes convs avec Chat GPT,Lau14_segment_15.txt
LAU14,5: Débat et discussions autour de l'IA,8: Impact sur la recherche,faire un dossier sur l'IA,Lau14_segment_15.txt
LAU14,5: Débat et discussions autour de l'IA,10: Appréciation positive,c'est méga cool.,Lau14_segment_15.txt
LAU14,Perception de ChatGPT,1: Définition de ChatGPT,"c'est une intelligente artificielle, donc c'est un programme qui est spécialisé dans la génération de textes.",Lau14_segment_2.txt
LAU14,Perception de ChatGPT,2: Capacités de ChatGPT,il est en capacité de créer du texte ou de comprendre du texte et ou d'en traduire et ou de le reformuler.,Lau14_segment_2.txt
LAU14,Perception de ChatGPT,3: Utilité de ChatGPT,il peut te corriger.,Lau14_segment_2.txt
LAU14,Perception de ChatGPT,4: Langues supportées par ChatGPT,"des textes de langue, français, anglais et d'autres langues naturelles",Lau14_segment_2.txt
LAU14,Perception de ChatGPT,5: Compréhension du langage machine par ChatGPT,il comprend extrêmement bien le langage machine,Lau14_segment_2.txt
LAU14,Perception de ChatGPT,6: Utilisation de ChatGPT pour le codage et les statistiques,"lorsque, par exemple, tu veux faire du codage, des statistiques ou tu veux comprendre des trucs un peu plus techniques en termes de IT.",Lau14_segment_2.txt
LAU14,Perception de ChatGPT,7: Puissance de ChatGPT,c'est un super ordinateur super puissant,Lau14_segment_2.txt
LAU14,Perception de ChatGPT,8: Interaction avec ChatGPT,tu peux parler avec lui.,Lau14_segment_2.txt
LAU14,Perception de ChatGPT,9: Comparaison avec d'autres outils,"d'autres intelligences artificielles ou d'autres programmes, genre screaming, DeepL, ils peuvent très bien faire ça.",Lau14_segment_2.txt
LAU14,Perception de ChatGPT,10: Évolution de ChatGPT,"j'ai commencé à l'utiliser, c'était... GPT2.",Lau14_segment_2.txt
LAU14,Utilisation de ChatGPT dans le travail universitaire,1: Fréquence d'utilisation de ChatGPT,j'utilise facile 2 à 3 fois par semaine.,Lau14_segment_2.txt
LAU14,Utilisation de ChatGPT dans le travail universitaire,2: Moment où James a commencé à utiliser ChatGPT,"je dirais que ça fait un an, un an et demi que j'utilise.",Lau14_segment_2.txt
LAU14,Utilisation de ChatGPT dans le travail universitaire,3: Version de ChatGPT utilisée,j'utilise le 4 quand c'est gratuit.,Lau14_segment_2.txt
LAU14,Utilisation de ChatGPT dans le travail universitaire,4: Contournement des limitations de ChatGPT,j'écris plusieurs comptes.,Lau14_segment_2.txt
LAU14,Utilisation de ChatGPT dans le travail universitaire,5: Avantages de la méthode de contournement,j'ai plus d'accès à GPT4,Lau14_segment_2.txt
LAU14,Utilisation de ChatGPT dans le travail universitaire,6: Limitations de ChatGPT,"il y a une histoire d'IP ou je ne sais pas comment ça marche, mais il bloque.",Lau14_segment_2.txt
LAU14,Utilisation de ChatGPT dans le travail universitaire,7: Inconvénients de la méthode de contournement,il n'a pas le suivi des autres comptes.,Lau14_segment_2.txt
LAU14,Utilisation de ChatGPT dans le travail universitaire,8: Utilisation de différentes versions de ChatGPT,j'utilise le 3.5 quand j'ai besoin de trucs plus simples.,Lau14_segment_2.txt
LAU14,Utilisation de ChatGPT dans le travail universitaire,9: Capacités de la version 3.5 de ChatGPT,il peut relire un e-mail.,Lau14_segment_2.txt
LAU14,Utilisation de ChatGPT dans le travail universitaire,10: Évaluation de la version 3.5 de ChatGPT,ça va très bien.,Lau14_segment_2.txt
LAU14,Utilisation de ChatGPT pour les tâches universitaires,1: Utilisation de ChatGPT pour le codage et l'IT,"il était compétent pour tout ce qui est un petit peu codage, IT, machine, etc.",Lau14_segment_2.txt
LAU14,Utilisation de ChatGPT pour les tâches universitaires,2: Besoin d'utiliser des technologies dans le master,(à compléter avec la réponse de James),Lau14_segment_2.txt
LAU14,Utilisation de ChatGPT pour les tâches universitaires,4: Utilisation de ChatGPT pour la rédaction de documents,résume-moi ce document.,Lau14_segment_2.txt
LAU14,Utilisation de ChatGPT pour les tâches universitaires,5: Utilisation de ChatGPT pour l'analyse de documents,tu lui balances un PDF ou une image ou un Excel.,Lau14_segment_2.txt
LAU14,Utilisation de ChatGPT pour les tâches universitaires,6: Utilisation de ChatGPT pour la communication,relis-moi un e-mail.,Lau14_segment_2.txt
LAU14,1: L'interaction avec ChatGPT,1: Réponses insatisfaisantes,"il y a des fois où elle ne répondait pas, elle répondait à côté de la plaque.",Lau14_segment_5.txt
LAU14,1: L'interaction avec ChatGPT,2: Stratégie de reformulation,"Tu réalises certes tes essais par itération, tu essaies de reformuler ta question, de lui donner plus de contexte.",Lau14_segment_5.txt
LAU14,1: L'interaction avec ChatGPT,3: Retour à une méthode traditionnelle,"Et puis si ça ne marche pas, tu dois faire ce que tes parents faisaient. Tu prends ton cerveau et tu réfléchis.",Lau14_segment_5.txt
LAU14,1: L'interaction avec ChatGPT,4: Perception de l'outil,"ChatGPT, cette IA, ou les IA en général, c'est un outil.",Lau14_segment_5.txt
LAU14,1: L'interaction avec ChatGPT,5: Limite de l'outil,"Si finalement ton outil, tu n'arrives pas à l'adapter à ton travail, ou si finalement ton travail nécessite plus de complexité ou de finesse que ce que l'outil peut t'octroyer, change l'outil.",Lau14_segment_5.txt
LAU14,1: L'interaction avec ChatGPT,6: Utilisation appropriée,"Un chirurgien utilise un scalpel, pas une hache pour ouvrir un patient.",Lau14_segment_5.txt
LAU14,1: L'interaction avec ChatGPT,7: Avantage de la technologie,"Si elle est déjà dans un super ordinateur, ben voilà.",Lau14_segment_5.txt
LAU14,1: L'interaction avec ChatGPT,8: Connaissance des bases de données,"ChatGPT, globalement, il a ses bases données en lui.",Lau14_segment_5.txt
LAU14,1: L'interaction avec ChatGPT,9: Stratégie alternative,"Tu fais à l'ancienne, des mots-clés, des trucs booléens pour avoir le bon article qui correspond à ton sujet.",Lau14_segment_5.txt
LAU14,1: L'interaction avec ChatGPT,10: Flexibilité dans la recherche,"Des dates, éventuellement. Enfin voilà, ça dépend... Et puis bah, tu y vas comme ça.",Lau14_segment_5.txt
LAU14,2: Difficultés et limites de ChatGPT,2: Problème de précision,"Si lui, il n'arrive pas à te sortir l'article ou s'il n'arrive pas à faire comme il faut.",Lau14_segment_5.txt
LAU14,2: Difficultés et limites de ChatGPT,3: Usage non académique,Vu que c'est officiellement interdit pour l'université.,Lau14_segment_5.txt
LAU14,2: Difficultés et limites de ChatGPT,4: Utilisation détournée,"Prendre ton travail que tu lui as fait écrire, parce que t'es flemmard, et puis lui dire, ouais, bah... Rends ça humain, ou mets des fautes dedans.",Lau14_segment_5.txt
